(-2.4437858654158564, 'type_link')
(-2.6157246413542961, 'see_yes')
(-2.8245242971236268, 'is_analytic_yes')
(-2.9064984969879353, 'posemo_yes')
(-2.9496222235205223, 'power_yes')
(-3.080720498450201, 'affiliation_yes')
(-3.1924087892976329, 'tentat_yes')
(-3.2068870127729596, 'many_sixltr')
(-3.3579317295742928, 'insight_yes')
(-3.4048670627636062, 'is_authentic_yes')
(-3.5338697063449178, 'high_wps')
(-3.5570906890885237, 'achieve_yes')
(-3.5619159738616908, 'differ_yes')
(-3.5733597065428828, 'is_authentic_no')
(-3.5917081303264218, 'cause_yes')
(-3.6253447460941786, 'low_wps')
(-3.6499745244888926, 'is_clout_yes')
(-3.6996251484963811, 'reward_yes')
(-3.8033795458256408, 'netspeak_yes')
(-3.8552766210942782, 'certain_yes')
(-3.8620569879649898, 'has_url')
(-3.8753616366375052, 'type_photo')
(-3.8876525522434151, 'is_analytic_no')
(-3.9288265937020834, 'is_tone_yes')
(-4.1333485320786085, 'has_exclam')
(-4.1519787997036879, 'discrep_yes')
(-4.341302638526372, 'is_clout_no')
(-4.4777968852373053, 'has_qmark')
(-4.5054593984706237, 'few_sixltr')
(-4.531830910004877, 'hear_yes')
(-4.5341038650108771, 'negemo_yes')
(-4.7639208504905097, 'feel_yes')
(-5.2459165696347725, 'sad_yes')
(-5.326397016506756, 'is_tone_no')
(-5.3596066401225402, 'type_status')
(-5.4497382790387423, 'has_hashtag')
(-5.6340332912347417, 'risk_yes')
(-5.7073317228196814, 'nonflu_yes')
(-5.8049499620644474, 'anx_yes')
(-6.0175781255888374, 'type_video')
(-6.074260025764957, 'anger_yes')
(-6.5186062545428429, 'type_event')
(-6.6837979198622337, 'assent_yes')
