(-2.7713444472709652, 'power_yes')
(-2.7879246017844936, 'type_link')
(-2.9372381161510015, 'affiliation_yes')
(-3.0559198914773908, 'posemo_yes')
(-3.0613335083151432, 'netspeak_yes')
(-3.128638456471446, 'has_url')
(-3.1312679972712267, 'is_analytic_yes')
(-3.4583231998675101, 'is_authentic_no')
(-3.4707371175561503, 'has_exclam')
(-3.4945212075986474, 'many_sixltr')
(-3.4984729957930698, 'see_yes')
(-3.5051441906047245, 'is_authentic_yes')
(-3.5121092410842198, 'few_sixltr')
(-3.5243414848746921, 'type_photo')
(-3.5252184805586619, 'achieve_yes')
(-3.5632058600013323, 'is_clout_yes')
(-3.5698184919402429, 'low_wps')
(-3.6601611458193553, 'tentat_yes')
(-3.7074628418876383, 'reward_yes')
(-3.7233368716463211, 'insight_yes')
(-3.7921618480932855, 'high_wps')
(-3.8008928810246321, 'is_tone_yes')
(-3.8463360503653741, 'cause_yes')
(-3.8511120010412716, 'discrep_yes')
(-3.8626938745978849, 'differ_yes')
(-3.8989669104398033, 'hear_yes')
(-3.9839647777812361, 'is_analytic_no')
(-4.1821993980183381, 'type_status')
(-4.2264417398333665, 'negemo_yes')
(-4.3110045390465999, 'certain_yes')
(-4.3384530202298413, 'has_qmark')
(-4.6358889524838105, 'risk_yes')
(-4.7931990300969147, 'type_video')
(-4.7973362501438048, 'is_tone_no')
(-4.9954727171330209, 'is_clout_no')
(-5.0578604438155352, 'has_hashtag')
(-5.2015398586416124, 'sad_yes')
(-5.2544274004837579, 'feel_yes')
(-5.3453987656376727, 'anger_yes')
(-5.6596691934795853, 'nonflu_yes')
(-6.0005589345486738, 'anx_yes')
(-6.066026626558128, 'type_event')
(-6.5517106239082601, 'assent_yes')
(-8.2789148513480999, 'swear_yes')
(-10.147688965951634, 'filler_yes')
