(-2.796688095664055, 'posemo_yes')
(-2.9093621382865322, 'type_photo')
(-3.0913245228707797, 'power_yes')
(-3.1299364525870201, 'affiliation_yes')
(-3.1789043655874751, 'reward_yes')
(-3.1842619894630522, 'achieve_yes')
(-3.1921283488933438, 'has_exclam')
(-3.2578552813981592, 'netspeak_yes')
(-3.3260426882739509, 'is_authentic_no')
(-3.3488952568497767, 'is_tone_yes')
(-3.3983379157698757, 'has_url')
(-3.4282019221878723, 'type_link')
(-3.4471121470711106, 'is_analytic_yes')
(-3.47935772498984, 'low_wps')
(-3.5028053958997045, 'see_yes')
(-3.506668256693164, 'is_clout_yes')
(-3.5201904245691873, 'is_analytic_no')
(-3.5380758460862705, 'has_qmark')
(-3.5424771950609788, 'is_authentic_yes')
(-3.5659468474104532, 'few_sixltr')
(-3.6675823545421871, 'many_sixltr')
(-3.7377999862498825, 'insight_yes')
(-3.7576331803171339, 'high_wps')
(-3.8462746869505375, 'cause_yes')
(-3.8584596359961356, 'has_hashtag')
(-3.9773216249146284, 'tentat_yes')
(-4.1334542164049726, 'type_status')
(-4.1387918699560631, 'certain_yes')
(-4.2910771202678823, 'differ_yes')
(-4.3850536740962482, 'discrep_yes')
(-4.4846241397318973, 'type_video')
(-4.6737542679632673, 'hear_yes')
(-4.7095399008440557, 'feel_yes')
(-4.9427689768066276, 'negemo_yes')
(-5.1003577245545744, 'nonflu_yes')
(-5.1825022740535633, 'is_clout_no')
(-5.4489092926580227, 'assent_yes')
(-5.7652658359866571, 'is_tone_no')
(-5.793623679808368, 'risk_yes')
(-6.0868941029297865, 'anger_yes')
(-6.1969864055563182, 'sad_yes')
(-6.8369762593285799, 'anx_yes')
(-7.5604773799694867, 'swear_yes')
(-8.1685999639178117, 'filler_yes')
